code,ergp_line_item,mda_code,agency,mother_ministry,amount,alignment,confidence,reason,mandate_deviation_score
ERGP14232233,PROVISION OF 2Nos SECURITY CABINS AND SECURITY EQUIPMENT FOR ACCESS IN THE MOD,116001001,MINISTRY OF DEFENCE - MOD HQTRS,,20489000.0,YES,HIGH,Provision of security cabins and equipment for access control at the Ministry of Defence headquarters directly supports the agency's core mandate of maintaining security infrastructure and ensuring proper civilian oversight of defense operations.,0
ERGP14232234,"RENOVATION OF MINISTRY OF DEFENCE (MOD) HOUSE KADUNA
",116001001,MINISTRY OF DEFENCE - MOD HQTRS,,49000000.0,YES,HIGH,Renovating the Ministry of Defence facility in Kaduna directly supports the agency's infrastructure management responsibilities and ensures proper facilities for defense operations and coordination activities.,0
ERGP14232235,"SERVICING AND REPLACEMENT OF FIRE EQUIPMENT, SMOKE DETECTORS EXTINGUISHERS AND FIRE ALARM SYSTEM AND TECHNICAL ENHANCEMENT",116001001,MINISTRY OF DEFENCE - MOD HQTRS,,42000000.0,YES,HIGH,"Fire safety equipment and alarm systems are essential for protecting defense infrastructure and military bases, which falls under the Ministry's statutory function of managing defense infrastructure and ensuring operational readiness of military facilities.",0
ERGP14232236,"PROCUREMENT OF MEDICAL EQUIPMENT, FURNITURE, (ICT FOR MOD CLINIC EXTENSION EMR)",116001001,MINISTRY OF DEFENCE - MOD HQTRS,,140000000.0,YES,HIGH,"Procurement of medical equipment and ICT systems for MOD clinic extension directly supports the ministry's statutory function of managing defense infrastructure and military bases, as well as supervising military welfare which includes healthcare facilities for defense personnel.",0
ERGP14232237,"MOD HEALTH RESEARCH ETHICS COMMITTEE
",116001001,MINISTRY OF DEFENCE - MOD HQTRS,,7000000.0,PARTIAL,MEDIUM,"While health research ethics oversight could relate to military medical research and personnel welfare which falls under the Ministry's broader coordination responsibilities, it represents a very specialized function that is not explicitly covered in the core defense mandate.",50
ERGP14232238,"PROCUREMENT AND INSTALLATION OF ELECTRONIC MEDICAL RECORDS
",116001001,MINISTRY OF DEFENCE - MOD HQTRS,,28000000.0,PARTIAL,MEDIUM,"While electronic medical records for military healthcare facilities could support military welfare and readiness functions, this item lacks clear connection to the Ministry's core defense policy and military coordination mandate without specifying it's for military medical facilities.",50
ERGP14232239,"PROCUREMENT OF DRUGS AND MEDICAL UNIFORMS AND OTHER CLOTHINGS
",116001001,MINISTRY OF DEFENCE - MOD HQTRS,,15400000.0,PARTIAL,MEDIUM,"While the Ministry of Defence oversees military welfare and can procure equipment for armed forces, procurement of drugs and medical uniforms appears to be primarily a medical/healthcare function that would typically fall under military medical services rather than the civilian defense headquarters' core policy and oversight mandate.",50
ERGP14232240,"CLINICAL GOVERNANCE, MOD DRUG ABUSE AND MENTAL HEALTH, MOD TUBERCULOSIS AND MALARIA",116001001,MINISTRY OF DEFENCE - MOD HQTRS,,21000000.0,PARTIAL,MEDIUM,"While not explicitly listed in core defense functions, military healthcare including mental health and disease control for service members could reasonably fall under military welfare and maintaining force readiness, though clinical governance seems outside typical defense ministry scope.",50
ERGP14232241,PROCUREMENT OF INFECTION PREVENTION/CONTROL SUPPLIES FOR IPC PROGRAMMES/ORPHAN ANND VULNERABLE CHILDREN,116001001,MINISTRY OF DEFENCE - MOD HQTRS,,28000000.0,NO,HIGH,"Procurement of infection prevention supplies for orphan and vulnerable children programs falls under health and social welfare ministries, not defense policy and military oversight functions of the Ministry of Defence.",100
ERGP14232242,"CAPTURING/ISSUING OF NEW BIOMETRIC IDENTITY CARDS NATION WIDE
",116001001,MINISTRY OF DEFENCE - MOD HQTRS,,47600000.0,NO,HIGH,"Issuing biometric identity cards nationwide is a civilian population registration function that falls outside the Ministry of Defence's core mandate of military oversight, defense policy, and national security operations.",100
ERGP14232243,"IMPLEMENTATION OF PMS IN MOD
",116001001,MINISTRY OF DEFENCE - MOD HQTRS,,124649770.0,YES,HIGH,Implementation of Performance Management System (PMS) in MOD falls within the agency's mandate as it relates to improving organizational effectiveness and management systems necessary for executing defense oversight and coordination functions.,0
ERGP14232244,"DIGITALIZATION OF RECORDS AND INFORMATION MANAGEMENT
",116001001,MINISTRY OF DEFENCE - MOD HQTRS,,32200000.0,YES,HIGH,"Digitalization of records and information management directly supports the Ministry of Defence's core functions of managing defense budget allocation, coordinating military services, overseeing procurement processes, and maintaining effective civilian oversight of armed forces operations.",0
ERGP14232245,"FURNISHING & EQUIPING OF IPPIS-HRM CENTRE
",116001001,MINISTRY OF DEFENCE - MOD HQTRS,,7000000.0,YES,MEDIUM,Furnishing and equipping an IPPIS-HRM (Integrated Personnel and Payroll Information System - Human Resource Management) centre aligns with the Ministry's mandate to manage defense budget allocation and oversee administrative functions necessary for coordinating armed forces personnel management.,5
ERGP14232246,"FURNISHING OF UNION OFFICE IN THE HEADQUARTERS
",116001001,MINISTRY OF DEFENCE - MOD HQTRS,,3500000.0,YES,HIGH,Furnishing the headquarters office falls within the agency's administrative operations necessary to maintain defense infrastructure and ensure effective civilian oversight of the armed forces.,0
ERGP14232247,"FEDERATION OF PUBLIC SERVICE GAMES (FEPSGA)
",116001001,MINISTRY OF DEFENCE - MOD HQTRS,,49000000.0,NO,HIGH,"The Federation of Public Service Games is a recreational sports competition for civil servants that has no connection to the Ministry of Defence's core mandate of defense policy, military oversight, and national security operations.",100
ERGP14232248,"MOD SPORTSWEEK/FEPSGA MONTHLY WALKING JOGGING/AEROBICS
",116001001,MINISTRY OF DEFENCE - MOD HQTRS,,2940000.0,PARTIAL,MEDIUM,"While sports activities could relate to military fitness and welfare programs under the ministry's broader personnel management responsibilities, a dedicated sports week budget appears tangential to the core defense and security mandate.",50
ERGP14232249,"CONSTRUCTION OF INTERNS QUARTERS IN MILITARY HOSPITAL, YABA LAGOS
",116001001,MINISTRY OF DEFENCE - MOD HQTRS,,609000000.0,YES,HIGH,Construction of intern quarters at a military hospital directly supports the Ministry of Defence's mandate to manage defense infrastructure and oversee military welfare facilities that are essential for maintaining operational readiness of the armed forces.,0
ERGP14232250,VERIFICATION/VALUATION FOR COMPENSATION OF LANDS ACQUIRED BY ARMED FORCES OF NIGERIA.,116001001,MINISTRY OF DEFENCE - MOD HQTRS,,11200000.0,YES,HIGH,"This budget item directly supports the Ministry of Defence's statutory function to manage defense infrastructure and military bases, as land acquisition for armed forces facilities is essential for establishing and maintaining military installations required for national defense operations.",0
ERGP14233449,"CONSTRUCTION OF 1 UNIT OF 12 FAMILY CBQ AT GIGINYA BARRACKS, SOKOTO
",116001001,MINISTRY OF DEFENCE - MOD HQTRS,,49000000.0,YES,HIGH,Construction of military family quarters at Giginya Barracks falls within the Ministry of Defence's mandate to manage defense infrastructure and military bases while supporting military welfare and housing needs.,0
ERGP14237537,SUPPLY OF MOTORCYCLES FOR SECURITY SURVEILLANCE OF REMOTE COMMUNITIES IN TARABA SOUTH SENATORIAL DISTRICT,116001001,MINISTRY OF DEFENCE - MOD HQTRS,,28000000.0,PARTIAL,MEDIUM,"While the Ministry of Defence coordinates counter-insurgency and security operations that may require surveillance equipment, procuring motorcycles specifically for one senatorial district appears more aligned with local security or police functions rather than the ministry's strategic defense coordination role.",50
ERGP23237545,"RENOVATION OF SCIENCE LAB IN IN ICHS, ILISAN OGUN STATE
",116001001,MINISTRY OF DEFENCE - MOD HQTRS,,175000000.0,NO,HIGH,"Renovating a science laboratory in a civilian school in Ogun State does not fall within the Ministry of Defence's mandate of providing civilian oversight of armed forces, defense policy formulation, and national security operations.",100
ERGP23237551,"SUPPLY OF FURNITURE AND EQUIPMENT TO SCIENCE LAB IN ICHS, ILISAN OGUN STATE
",116001001,MINISTRY OF DEFENCE - MOD HQTRS,,175000000.0,NO,HIGH,"Supplying furniture and equipment to a science laboratory at a civilian educational institution (ICHS, Ilisan Ogun State) falls outside the Ministry of Defence's core mandate of defense policy, military oversight, and national security operations.",100
ERGP30232050,REVIEW AND PRODUCTION OF GENERIC GUIDELINE AND COMPILATION OF REFORMS IN MOD AND ITS AGENCIES.,116001001,MINISTRY OF DEFENCE - MOD HQTRS,,37800000.0,YES,HIGH,"This budget item directly supports the Ministry's core mandate to provide civilian oversight of armed forces and formulate defense policy, as reviewing guidelines and compiling reforms is essential for effective organizational management and policy development within MOD and its agencies.",0
ERGP30232068,"CREACREATIVITY AND INNOVATION DRIVE (FOR NEWLY CREATED DIVISION) OHCSF/SPSO/11299/T1/45 DATED 28TH AUGUST, 2020 TIVITY AND INNOVATION",116001001,MINISTRY OF DEFENCE - MOD HQTRS,,28000000.0,PARTIAL,MEDIUM,"While creativity and innovation could relate to defense technology development or military innovation which falls under the Ministry's mandate to manage defense industries and procure military equipment, the generic nature of this budget line makes it unclear if it directly supports core defense functions.",50
ERGP30232092,EDUCATION PPROFESSIONAL DEVELOPMENT OF TEACHERS AND EVALUATORS,116001001,MINISTRY OF DEFENCE - MOD HQTRS,,21000000.0,NO,HIGH,"Education and professional development of teachers and evaluators is an educational function that falls outside the Ministry of Defence's core mandate of defense policy, military oversight, and national security operations.",100
ERGP4232143,"CONNSTRUCTION OF 1No DINING HALL IN DEFENCE SCIENCE SECONDARY SCHOOL, ZANGON KATAF",116001001,MINISTRY OF DEFENCE - MOD HQTRS,,260168055.0,YES,HIGH,Construction of dining hall infrastructure at Defence Science Secondary School falls within the Ministry's mandate to manage defense infrastructure and oversee military training institutions.,0
ERGP4247810,"MINISTRY OF DEFENCE SPECIAL INTERVENTION FOR THE NIGERIAN ARMY - RENOVATION WORKS AT BARRACKS IN OGOJA, BIRNIN KEBBI AND EDE",116001001,MINISTRY OF DEFENCE - MOD HQTRS,,4994056678.0,YES,HIGH,Renovating military barracks falls directly under the Ministry of Defence's statutory function to manage defense infrastructure and military bases while providing civilian oversight of armed forces facilities.,0
ERGP27228182,REHABILITATION/CLADDING OF MPB MAIN BUILDING,116021001,MILITARY PENSION BOARD,,109278446.0,YES,HIGH,Rehabilitating and cladding the MPB main building is necessary infrastructure maintenance to ensure the agency can effectively operate and deliver pension services to military retirees from proper facilities.,0
ERGP27228202,PROVISION AND INSTALLATION OF SOLAR SYSTEMS,116021001,MILITARY PENSION BOARD,,162323293.0,PARTIAL,MEDIUM,"While solar systems could support the agency's operations by providing reliable power for pension processing systems and databases, this infrastructure investment is not directly related to the core mandate of administering military pensions and retirement benefits.",50
ERGP27228223,PROVISION AND INSTALLATION OF AUTOMATED RETRACTABLE BOLLARD SECURITY SYSTEM,116021001,MILITARY PENSION BOARD,,87500000.0,PARTIAL,MEDIUM,"While security systems could protect facilities where pension records are maintained and payments processed, automated retractable bollards are primarily physical security infrastructure that falls outside the core mandate of administering military pensions and benefits.",50
ERGP30240902,"TRAINING OF YOUTHS AND WOMEN ON SOLAR TECHNOLOGY IN IGABI FED. CONSTITUENCY, KADUNA STATE",116021001,MILITARY PENSION BOARD,,137225029.0,NO,HIGH,"Training youths and women on solar technology is completely outside the Military Pension Board's mandate, which is specifically focused on administering pensions and retirement benefits for military personnel and their dependents.",100
ERGP27231747,"RENOVATION OF HEADQUARTERS BUILDING PHASE IV
",119001001,MINISTRY OF FOREIGN AFFAIRS - HQTRS,,175535445.0,YES,HIGH,"Renovating the headquarters building is essential infrastructure maintenance that directly supports the Ministry's core functions of formulating foreign policy, coordinating diplomatic missions, and managing Nigeria's international relations from its primary operational base in Abuja.",0
ERGP27231759,"REHABILITATION OF AIRPORT PROTOCOL LOUNGES PHASE III
",119001001,MINISTRY OF FOREIGN AFFAIRS - HQTRS,,35560000.0,YES,HIGH,"Airport protocol lounges are essential infrastructure for managing protocol services for foreign dignitaries visiting Nigeria and coordinating presidential/ministerial foreign travel, which are core statutory functions of the Ministry of Foreign Affairs.",0
